chr1	x1	x2	chr2	y1	y2	color	o	e_bl	e_donut	e_h	e_v	fdr_bl	fdr_donut	fdr_h	fdr_v	num_collapsed	centroid1	centroid2	radius
1	101700000	101710000	1	101750000	101760000	0,255,255	63	30.7126	21.6861	22.6908	26.8523	0.000117746207853	1.61867088676e-07	2.43957618444e-07	0.00019709629413	1	101705000	101755000	0
1	109840000	109850000	1	109930000	109940000	0,255,255	51	20.4887	21.4503	22.5319	27.0726	0.00105389465904	0.000939727444825	0.00127667835665	0.0686485485803	2	109835000	109940000	11180.3398875
1	110035000	110040000	1	110070000	110075000	0,255,255	46	12.009	12.1104	12.5034	13.7844	3.55714599454e-09	3.31980777347e-09	4.10739415976e-06	8.15504165433e-06	1	110037500	110072500	0
1	110080000	110090000	1	110300000	110310000	0,255,255	46	15.9662	15.9723	17.414	19.4927	0.000311538551828	0.000195241656315	0.000353080795917	0.000331842223782	2	110085000	110310000	5000.0
1	110085000	110090000	1	110170000	110175000	0,255,255	38	11.6455	9.27964	10.5978	9.1037	1.99032899835e-05	2.5106853408e-07	3.72455396362e-05	6.53537178841e-07	1	110087500	110172500	0
1	110315000	110320000	1	110525000	110530000	0,255,255	42	9.81444	9.57783	13.5171	12.418	5.86252213501e-09	2.80545587147e-09	8.57570554142e-05	0.000102160006835	3	110319166	110525833	3726.7799625
1	110740000	110750000	1	110850000	110860000	0,255,255	56	17.2573	16.748	19.9577	20.7286	1.24599231391e-07	5.59917919263e-08	4.95523229955e-05	5.53192592439e-05	1	110745000	110855000	0
1	110740000	110750000	1	111000000	111010000	0,255,255	41	11.2839	11.6425	15.5953	10.8648	1.90300308472e-06	1.0695045781e-06	0.00874947515725	2.13326334062e-06	2	110745000	111015000	10000.0
11	107440000	107450000	11	107550000	107560000	0,255,255	44	13.3153	12.997	14.1018	17.9291	1.31200782597e-05	8.19667090148e-06	1.62951492878e-05	0.00130111542039	2	107445000	107560000	5000.0
11	110070000	110080000	11	110240000	110250000	0,255,255	53	14.2273	14.1268	15.4162	19.1271	2.50370033743e-09	1.3316398898e-09	3.12990570568e-09	1.6200214545e-06	3	110071666	110241666	7453.559925
11	111450000	111460000	11	111710000	111720000	0,255,255	34	13.4196	11.8191	14.0991	13.6639	0.0175171637592	0.000556890121562	0.021876093164	0.0212586010705	2	111445000	111715000	10000.0
11	111470000	111480000	11	111640000	111650000	0,255,255	45	11.2303	13.2213	17.1366	13.5914	3.89492081302e-08	3.34083018237e-06	0.00070009896665	7.39967642874e-06	1	111475000	111645000	0
11	112090000	112095000	11	112150000	112155000	0,255,255	29	8.46527	7.73091	9.30662	8.82931	0.00209519163586	8.08746799627e-05	0.00273580584427	0.00363801597717	2	112092500	112150000	2500.0
11	113170000	113180000	11	113400000	113410000	0,255,255	48	12.3337	11.1844	11.5956	12.3187	1.06104918031e-09	5.47601896099e-10	7.87378884879e-10	1.4443131915e-09	1	113175000	113405000	0
11	113765000	113770000	11	114135000	114140000	0,255,255	15	2.93213	2.37378	1.82197	3.81528	0.0325158806144	0.00728331685937	0.00122995898611	0.0989758862335	2	113770000	114137500	2500.0
11	113900000	113910000	11	114130000	114140000	0,255,255	56	18.9808	16.9035	20.1032	24.4404	1.24599231391e-07	5.59917919263e-08	4.95523229955e-05	5.53192592439e-05	2	113905000	114130000	5000.0
11	117710000	117720000	11	117810000	117820000	0,255,255	54	19.6931	21.7199	24.4782	24.6563	0.000168130464582	0.000145350158775	0.000198302350554	0.0203097749697	2	117705000	117815000	10000.0
11	118060000	118070000	11	118160000	118170000	0,255,255	47	16.512	16.9101	18.2516	20.3331	0.000156808450139	9.66892729605e-05	0.000182222967263	0.0126046788822	2	118070000	118165000	5000.0
11	120040000	120045000	11	120095000	120100000	0,255,255	39	12.4789	11.734	14.9072	13.8004	0.000624591971794	4.78349410633e-06	0.00100359733693	0.00068974484623	1	120042500	120097500	0
11	120040000	120050000	11	120170000	120180000	0,255,255	69	20.5465	18.0308	19.6492	26.5866	1.54667896225e-09	1.34567772306e-13	1.61912081221e-09	3.88983411627e-06	2	120045000	120170000	5000.0
11	12070000	12080000	11	12290000	12300000	0,255,255	79	30.8284	21.1573	24.8943	28.3935	1.60645147858e-09	4.96127642189e-14	2.16027728974e-09	2.30852546304e-09	4	12075000	12290000	15000.0
11	121520000	121530000	11	122370000	122380000	0,255,255	43	12.4353	11.8068	11.1685	12.0987	3.11733059378e-05	1.4727417533e-07	2.6069961666e-07	3.20462327583e-07	2	121525000	122370000	5000.0
11	121890000	121900000	11	122080000	122090000	0,255,255	32	10.0597	9.11078	8.34677	11.4421	0.00385702139337	0.000123159742075	0.00020208678479	0.00472274269209	1	121895000	122085000	0
11	122500000	122510000	11	122650000	122660000	0,255,255	46	18.1716	15.8215	20.4296	16.6652	0.000311538551828	0.000195241656315	0.0192377769241	0.000331842223782	2	122515000	122650000	11180.3398875
11	122980000	122990000	11	123110000	123120000	0,255,255	55	15.4663	15.1882	18.3771	19.9733	3.06278697645e-10	1.36169030297e-10	2.92947856892e-07	0.000109529696911	5	122977000	123121000	14142.1356237
11	123940000	123945000	11	124065000	124070000	0,255,255	22	4.22882	4.39669	4.39214	4.81354	0.000701645994168	0.000483406601112	0.00080278661027	0.000936185299332	1	123942500	124067500	0
11	125030000	125040000	11	125210000	125220000	0,255,255	66	23.4913	23.3032	23.9775	29.0126	1.99678245888e-08	1.24600401695e-08	2.06102982823e-08	2.91054871501e-05	1	125035000	125215000	0
11	125790000	125800000	11	126060000	126070000	0,255,255	43	14.9992	11.6948	15.3561	15.5251	3.11733059378e-05	1.4727417533e-07	3.85935992873e-05	3.98110505277e-05	2	125800000	126065000	5000.0
11	127900000	127910000	11	128030000	128040000	0,255,255	34	15.3124	10.6867	13.4052	9.37147	0.0175171637592	0.000556890121562	0.021876093164	2.91312474865e-05	2	127905000	128030000	5000.0
11	128040000	128050000	11	128500000	128510000	0,255,255	43	12.8511	11.7295	14.8207	12.4743	3.11733059378e-05	1.4727417533e-07	3.85935992873e-05	3.98110505277e-05	1	128045000	128505000	0
11	128755000	128760000	11	128825000	128830000	0,255,255	28	7.91781	6.73612	8.29145	6.59419	0.00352406197871	0.000174172600862	0.00510317897902	0.000375249756683	2	128755000	128825000	3535.53390593
1	112930000	112940000	1	113240000	113250000	0,255,255	40	14.3452	10.7247	15.5405	14.0126	0.000341759057003	2.67154885374e-06	0.000400575405718	0.000397655395184	1	112935000	113245000	0
11	129790000	129800000	11	130000000	130010000	0,255,255	55	18.1877	17.5376	20.3382	23.4704	3.05190626193e-07	1.39891583014e-07	0.000101800010438	0.000109529696911	2	129790000	130005000	5000.0
11	12980000	12990000	11	13170000	13180000	0,255,255	49	14.2171	15.915	19.5361	19.284	1.38777399729e-07	2.19916563817e-05	4.3292797121e-05	4.18561121451e-05	1	12985000	13175000	0
11	130310000	130320000	11	130720000	130730000	0,255,255	41	13.2726	13.0691	17.7008	14.452	0.00015635152378	0.000100551108803	0.00874947515725	0.000193032049403	2	130310000	130730000	7071.06781187
1	113040000	113050000	1	113150000	113160000	0,255,255	44	16.6538	17.0284	17.329	18.0976	0.00114476585778	0.000787387308966	0.00138179509645	0.00130111542039	1	113045000	113155000	0
11	131560000	131570000	11	131780000	131790000	0,255,255	42	18.5148	13.326	16.6197	15.9352	0.00387135546492	4.58909156075e-05	0.00486662146617	0.00463804780811	1	131565000	131785000	0
11	131560000	131570000	11	131990000	132000000	0,255,255	47	14.7674	15.2242	20.3291	16.8171	9.35715461686e-07	5.25488237855e-07	0.0118439550245	0.000167931659527	2	131560000	132000000	7071.06781187
11	13230000	13240000	11	13360000	13370000	0,255,255	83	30.1247	29.9628	32.7355	37.7819	4.98816201827e-11	4.50314981603e-11	1.1467709021e-06	7.40062051257e-07	1	13235000	13365000	0
11	133915000	133920000	11	134010000	134015000	0,255,255	28	9.19771	7.65921	8.70069	8.99496	0.00352406197871	0.000174172600862	0.00510317897902	0.00688589359289	2	133920000	134012500	2500.0
11	13980000	13990000	11	14260000	14270000	0,255,255	44	16.7914	12.0406	13.0945	15.3402	0.00114476585778	5.31905116939e-08	1.62951492878e-05	1.77090572726e-05	2	13980000	14270000	7071.06781187
11	14320000	14330000	11	14470000	14480000	0,255,255	40	12.1657	11.9457	17.2329	12.589	4.93749932452e-06	2.67154885374e-06	0.0149783210538	0.000397655395184	2	14320000	14480000	7071.06781187
1	115680000	115690000	1	116130000	116140000	0,255,255	35	10.8677	10.2559	11.4603	11.1244	0.000371912078341	0.000243326062656	0.000455263487112	0.000498282135547	1	115685000	116135000	0
1	116680000	116690000	1	117030000	117040000	0,255,255	22	6.14313	5.55546	6.59432	6.26449	0.00576387590851	0.00519104468717	0.0581573114863	0.0532913668097	2	116685000	117040000	5000.0
11	16960000	16970000	11	17080000	17090000	0,255,255	36	10.9592	10.2844	11.3666	11.2825	0.000152491568973	0.000101444624972	0.000186381667442	0.000217197909342	1	16965000	17085000	0
1	11710000	11720000	1	11770000	11780000	0,255,255	63	24.846	22.3362	24.6012	26.6102	0.000117746207853	1.61867088676e-07	0.000191816794362	0.00019709629413	3	11721666	11778333	7453.559925
11	17250000	17260000	11	17370000	17380000	0,255,255	35	12.937	11.064	11.2629	11.5318	0.00977131004457	0.000243326062656	0.000455263487112	0.000498282135547	1	17255000	17375000	0
1	117280000	117290000	1	117590000	117600000	0,255,255	36	13.3658	10.3565	11.1876	13.5674	0.00519918895179	0.000101444624972	0.000186381667442	0.0062072259531	1	117285000	117595000	0
11	17400000	17410000	11	17520000	17530000	0,255,255	61	27.1888	23.3593	25.2327	23.9962	0.000391102306922	8.39107132503e-07	0.000612663058164	1.3988570012e-06	2	17410000	17525000	5000.0
11	19090000	19100000	11	19560000	19570000	0,255,255	33	5.95802	6.55258	9.57696	10.117	1.09273620933e-08	5.81660862638e-07	8.45963797438e-05	0.00235446889302	2	19095000	19570000	5000.0
11	1910000	1920000	11	1960000	1970000	0,255,255	42	9.82537	14.9201	16.7564	14.1905	3.90227309249e-09	4.58909156075e-05	0.00486662146617	8.85056402991e-05	1	1915000	1965000	0
11	19370000	19380000	11	19570000	19580000	0,255,255	37	15.2557	14.7983	15.2233	19.2967	0.00282045474225	0.0020197130374	0.00332780079126	0.0680124299788	2	19365000	19575000	10000.0
11	19570000	19580000	11	19920000	19930000	0,255,255	34	8.22845	6.76763	8.15231	7.6191	2.28584109435e-05	1.61688238659e-07	3.14824409473e-05	3.26090900994e-07	2	19580000	19925000	5000.0
11	19580000	19590000	11	19740000	19750000	0,255,255	76	27.2304	21.5172	28.9302	24.1497	1.54644325049e-08	9.62289563366e-13	2.33345211001e-08	3.8256450657e-12	7	19592142	19750714	27737.8397699
11	2055000	2060000	11	2170000	2175000	0,255,255	25	5.87242	5.03668	5.44787	7.4188	0.000347823199315	0.000184086001055	0.000731035290853	0.00501165958075	1	2057500	2172500	0
1	12185000	12190000	1	12265000	12270000	0,255,255	41	9.49806	9.06864	12.3052	12.6896	1.23018519755e-08	7.84925033058e-09	3.4631560217e-06	0.000194148439695	3	12182500	12270833	6009.25212577
11	2310000	2320000	11	2440000	2450000	0,255,255	39	14.8041	13.9803	15.4112	16.5398	0.000700337226215	0.000483081397617	0.000833965605069	0.0252832215623	3	2325000	2445000	10000.0
1	12370000	12380000	1	12710000	12720000	0,255,255	46	17.73	15.0792	17.6368	18.8073	0.000311538551828	1.33343968677e-06	0.000353080795917	0.000331842223782	1	12375000	12715000	0
11	2450000	2460000	11	2550000	2560000	0,255,255	57	25.0134	19.5324	22.0838	20.2555	0.00316002547815	2.15272687658e-08	2.38964313404e-05	2.87816536634e-05	2	2455000	2550000	5000.0
11	2550000	2560000	11	2890000	2900000	0,255,255	41	12.9329	11.2137	13.4569	13.5717	0.00015635152378	1.0695045781e-06	0.000187493848732	0.000193032049403	3	2558333	2901666	13743.6854187
11	27200000	27210000	11	27510000	27520000	0,255,255	32	9.84499	6.78756	8.02052	9.93492	0.000161576426809	1.93699086153e-06	0.00020208678479	0.00472274269209	1	27205000	27515000	0
11	30360000	30370000	11	30930000	30940000	0,255,255	26	5.9422	5.11067	5.5086	5.59837	8.57340511062e-05	6.83542970356e-05	8.65785329928e-05	9.25039196996e-05	1	30365000	30935000	0
11	32070000	32080000	11	32190000	32200000	0,255,255	57	14.7167	14.4018	16.6714	16.0671	3.36631719965e-11	1.49203234567e-11	5.39526720123e-08	4.5785615613e-08	4	32072500	32195000	10307.764064
11	33380000	33390000	11	33700000	33710000	0,255,255	40	12.9281	11.8255	16.7042	13.1914	0.000341759057003	2.67154885374e-06	0.0149783210538	0.000397655395184	1	33385000	33705000	0
11	33880000	33885000	11	33990000	33995000	0,255,255	28	6.05585	6.48826	7.82792	7.20414	1.09714779288e-05	0.000174172600862	0.00037431121978	0.000375249756683	1	33882500	33992500	0
11	34170000	34180000	11	34380000	34390000	0,255,255	41	18.7076	14.999	12.0647	18.4177	0.00685225139665	0.000100551108803	1.90934645398e-06	0.00831708900128	3	34188333	34381666	13743.6854187
11	35630000	35640000	11	36280000	36290000	0,255,255	49	13.8344	12.5091	14.2053	15.6709	1.38777399729e-07	7.93014587297e-08	1.70443648907e-07	4.18561121451e-05	2	35630000	36285000	5000.0
11	35840000	35850000	11	36280000	36290000	0,255,255	37	12.0076	10.2166	10.6051	13.4614	7.1927467863e-05	4.3914844041e-05	8.68226153313e-05	0.00326502683341	1	35845000	36285000	0
11	36310000	36320000	11	36490000	36500000	0,255,255	41	16.4117	12.8802	14.4123	17.6016	0.00685225139665	0.000100551108803	0.000187493848732	0.00831708900128	1	36315000	36495000	0
11	3870000	3875000	11	4090000	4095000	0,255,255	24	4.05611	3.57892	4.2907	5.59176	0.0001123532423	3.24418967281e-06	6.32700619681e-05	0.00128448010491	2	3870000	4092500	2500.0
11	4200000	4210000	11	4510000	4520000	0,255,255	45	14.0129	13.9682	16.3573	13.3391	5.56620348758e-06	3.34083018237e-06	0.00070009896665	7.39967642874e-06	1	4205000	4515000	0
11	43900000	43910000	11	44050000	44060000	0,255,255	32	9.32079	10.0842	13.0346	10.4472	0.000161576426809	0.00274938374309	0.0653058877531	0.00472274269209	2	43910000	44060000	7071.06781187
11	43910000	43920000	11	43960000	43970000	0,255,255	61	24.4184	19.9064	22.17	19.4651	1.09772267283e-06	8.39107132503e-07	1.26507063589e-06	1.05797365714e-09	2	43910000	43965000	5000.0
11	44130000	44140000	11	44560000	44570000	0,255,255	34	12.5491	9.17204	11.2833	10.4625	0.0175171637592	1.72187924475e-05	0.00103748964232	0.00109956831699	1	44135000	44565000	0
11	44580000	44590000	11	44630000	44640000	0,255,255	70	33.7882	27.2961	30.6251	29.0143	0.00108653409795	1.52164721196e-06	2.10155987603e-06	1.97545338943e-06	3	44581666	44638333	7453.559925
11	44640000	44645000	11	44925000	44930000	0,255,255	24	5.60827	5.28417	5.66148	6.9303	0.000848970503087	0.000584982997314	0.00168137712768	0.0106661263427	1	44642500	44927500	0
11	44955000	44960000	11	45125000	45130000	0,255,255	35	7.67779	6.01112	8.25366	7.61173	1.19656654427e-07	1.48936778191e-09	9.08913116133e-06	1.08355966414e-07	3	44954166	45125833	6871.84270936
11	45130000	45140000	11	45310000	45320000	0,255,255	32	10.7748	10.5211	11.8886	12.2224	0.00385702139337	0.00274938374309	0.00469938133577	0.00472274269209	1	45135000	45315000	0
11	45390000	45400000	11	45790000	45800000	0,255,255	53	14.6577	13.8294	13.7709	19.0541	2.50370033743e-09	1.3316398898e-09	3.12990570568e-09	1.6200214545e-06	2	45395000	45790000	5000.0
11	46260000	46265000	11	46340000	46345000	0,255,255	25	9.01289	7.82576	9.57851	7.34637	0.0245286499582	0.0027673371838	0.0407317623528	0.00501165958075	2	46262500	46340000	2500.0
11	46400000	46410000	11	46550000	46560000	0,255,255	40	15.8893	13.244	14.4471	16.8843	0.0117076975878	0.00022519598083	0.000400575405718	0.0147862436041	2	46410000	46555000	5000.0
11	46900000	46910000	11	47170000	47180000	0,255,255	70	23.1166	18.3884	20.7136	25.925	6.68229634729e-10	4.49610215894e-14	6.93225476823e-10	1.97545338943e-06	4	46910000	47180000	7071.06781187
1	146960000	146970000	1	147100000	147110000	0,255,255	40	14.5109	11.7079	11.6542	12.5763	0.000341759057003	2.67154885374e-06	5.49032607702e-06	0.000397655395184	1	146965000	147105000	0
