S000034793	CDS					YAL064W-B		1	12046	12426	W		2011-02-03	1999-07-17	
S000002140	ORF	Uncharacterized	YAL064C-A	TDA8	YAL065C-A	chromosome 1		1	13743	13363	C		2011-02-03	1996-07-31	Putative protein of unknown function; null mutant is sensitive to expression of the top1-T722A allele; not an essential gene
S000031541	CDS					YAL064C-A		1	13743	13363	C		2011-02-03	1996-07-31	
S000000060	ORF	Verified	YAL064W			chromosome 1		1	21566	21850	W		2011-02-03	1996-07-31|2011-02-03	Protein of unknown function; may interact with ribosomes, based on co-purification experiments
S000037087	CDS					YAL064W		1	21566	21850	W		2011-02-03	1996-07-31|2011-02-03	
S000006787	long_terminal_repeat		YALWdelta1			chromosome 1		1	22230	22552	W		2011-02-03	2000-05-19	Ty1 LTR
S000028813	ORF	Uncharacterized	YAL063C-A			chromosome 1		1	22685	22395	C		2011-02-03	2003-07-29	Putative protein of unknown function; identified by expression profiling and mass spectrometry
S000033613	CDS					YAL063C-A		1	22685	22395	C		2011-02-03	2003-07-29	
S000000059	ORF	Verified	YAL063C	FLO9	flocculin FLO9	chromosome 1	L000003331	1	27968	24000	C		2011-02-03	1996-07-31	Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation
S000036982	CDS					YAL063C		1	27968	24000	C		2011-02-03	1996-07-31	
S000118317	ARS		ARS104		ARSI-31	chromosome 1		1	30946	31183			2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000178034	ARS_consensus_sequence					ARS104		1	31002	31018	W		2014-11-18	2014-11-18	
S000000058	ORF	Verified	YAL062W	GDH3	glutamate dehydrogenase (NADP(+)) GDH3|FUN51	chromosome 1	L000000698	1	31567	32940	W		2011-02-03	1996-07-31	NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication
S000036963	CDS					YAL062W		1	31567	32940	W		2011-02-03	1996-07-31	
S000000057	ORF	Uncharacterized	YAL061W	BDH2	putative dehydrogenase BDH2	chromosome 1		1	33448	34701	W		2011-02-03	1996-07-31	Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
S000036902	CDS					YAL061W		1	33448	34701	W		2011-02-03	1996-07-31	
S000000056	ORF	Verified	YAL060W	BDH1	(R,R)-butanediol dehydrogenase|BDH	chromosome 1		1	35155	36303	W		2011-02-03	1996-07-31|2011-02-03	NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source
S000036089	CDS					YAL060W		1	35155	36303	W		2011-02-03	1996-07-31|2011-02-03	
S000000055	ORF	Verified	YAL059W	ECM1		chromosome 1	L000003052	1	36509	37147	W		2011-02-03	1996-07-31|2011-02-03	Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm
S000035122	CDS					YAL059W		1	36509	37147	W		2011-02-03	1996-07-31|2011-02-03	
S000028734	ORF	Dubious	YAL059C-A			chromosome 1		1	36918	36496	C		2011-02-03	2003-07-29|2011-02-03	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene ECM1/YAL059W
S000033378	CDS					YAL059C-A		1	36918	36496	C		2011-02-03	2003-07-29|2011-02-03	
S000000054	ORF	Verified	YAL058W	CNE1	calnexin|FUN48	chromosome 1	L000000373	1	37464	38972	W		2011-02-03	1996-07-31	Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast
S000034933	CDS					YAL058W		1	37464	38972	W		2011-02-03	1996-07-31	
S000002139	ORF	Dubious	YAL056C-A		YAL058C-A	chromosome 1		1	39046	38696	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000035879	CDS					YAL056C-A		1	39046	38696	C		2011-02-03	1996-07-31	
S000000052	ORF	Verified	YAL056W	GPB2	KRH1	chromosome 1		1	39259	41901	W		2011-02-03	2004-01-20|1996-07-31|2011-02-03	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication
S000033885	CDS					YAL056W		1	39259	41901	W		2011-02-03	2004-01-20|1996-07-31|2011-02-03	
S000121254	ARS		ARS105		ARSI-42	chromosome 1		1	41992	42151			2014-11-18	2014-11-18|2007-03-07	Autonomously Replicating Sequence
S000000051	ORF	Verified	YAL055W	PEX22	ubiquitin-protein transferase activating protein PEX22|YAF5	chromosome 1		1	42177	42719	W		2011-02-03	1996-07-31	Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation
S000033812	CDS					YAL055W		1	42177	42719	W		2011-02-03	1996-07-31	
S000000050	ORF	Verified	YAL054C	ACS1	acetate--CoA ligase 1|FUN44	chromosome 1	L000000024	1	45022	42881	C	-63.11	2011-02-03	1996-07-31	Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions
S000033073	CDS					YAL054C		1	45022	42881	C		2011-02-03	1996-07-31	
S000000049	ORF	Verified	YAL053W	FLC2	flavin adenine dinucleotide transporter FLC2|HUF2	chromosome 1		1	45899	48250	W		2011-02-03	1996-07-31|2011-02-03	Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication
S000033037	CDS					YAL053W		1	45899	48250	W		2011-02-03	1996-07-31|2011-02-03	
S000000048	ORF	Verified	YAL051W	OAF1	oleate-activated transcription factor OAF1|YAF1	chromosome 1	L000004197	1	48564	51707	W		2011-02-03	2004-07-20|1996-07-31|2011-02-03	Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication
S000032862	CDS					YAL051W		1	48564	51707	W		2011-02-03	2004-07-20|1996-07-31|2011-02-03	
S000000047	ORF	Verified	YAL049C	AIM2	protein AIM2	chromosome 1		1	52595	51855	C		2011-02-03	1996-07-31	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor
S000031896	CDS					YAL049C		1	52595	51855	C		2011-02-03	1996-07-31	
S000028733	ORF	Dubious	YAL047W-A			chromosome 1		1	54584	54913	W		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GEM1/YAL048C
S000033377	CDS					YAL047W-A		1	54584	54913	W		2011-02-03	2003-07-29	
S000000046	ORF	Verified	YAL048C	GEM1	ERMES complex Ca(2+)-binding regulatory GTPase GEM1|GON1	chromosome 1		1	54789	52801	C		2011-02-03	1996-07-31	Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases
S000030895	CDS					YAL048C		1	54789	52801	C		2011-02-03	1996-07-31	
S000000045	ORF	Verified	YAL047C	SPC72	gamma-tubulin complex subunit SPC72|LDB4	chromosome 1	L000003455	1	56857	54989	C		2011-02-03	1996-07-31|2011-02-03	Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase
S000030803	CDS					YAL047C		1	56857	54989	C		2011-02-03	1996-07-31|2011-02-03	
S000000044	ORF	Verified	YAL046C	BOL3	AIM1	chromosome 1		1	57385	57029	C		2011-02-03	1996-07-31	Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)
S000030666	CDS					YAL046C		1	57385	57029	C		2011-02-03	1996-07-31	
S000007586	ORF	Verified	YAL044W-A	BOL1		chromosome 1		1	57518	57850	W		2011-02-03	2001-01-30	Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member, BOLA1 and S. pombe uvi31, a putative DNA repair protein
S000037097	CDS					YAL044W-A		1	57518	57850	W		2011-02-03	2001-01-30	
S000000043	ORF	Dubious	YAL045C			chromosome 1		1	57796	57488	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A
S000030576	CDS					YAL045C		1	57796	57488	C		2011-02-03	1996-07-31	
S000000042	ORF	Verified	YAL044C	GCV3	glycine decarboxylase subunit H	chromosome 1	L000003501	1	58462	57950	C		2011-02-03	2003-09-22|1996-07-31|2008-03-05	H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF
S000037751	CDS					YAL044C		1	58462	57950	C		2011-02-03	2003-09-22|1996-07-31|2008-03-05	
S000000041	ORF	Verified	YAL043C	PTA1	RNA-processing protein PTA1|FUN39	chromosome 1	L000001522	1	61052	58695	C		2011-02-03	1996-07-31	Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII
S000037691	CDS					YAL043C		1	61052	58695	C		2011-02-03	1996-07-31	
S000000040	ORF	Verified	YAL042W	ERV46	FUN9	chromosome 1	L000000633	1	61316	62563	W		2011-02-03	1996-07-31	Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport
S000037669	CDS					YAL042W		1	61316	62563	W		2011-02-03	1996-07-31	
S000002138	ORF	Dubious	YAL042C-A		YAL043C-A	chromosome 1		1	61608	61231	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF ERV46/YAL042W; YAL042C-A is a non-essential gene
S000030422	CDS					YAL042C-A		1	61608	61231	C		2011-02-03	1996-07-31	
S000000039	ORF	Verified	YAL041W	CDC24	Rho family guanine nucleotide exchange factor CDC24|CLS4	chromosome 1	L000000262	1	62840	65404	W	-56	2011-02-03	1996-07-31	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42
S000037599	CDS					YAL041W		1	62840	65404	W		2011-02-03	1996-07-31	
S000000038	ORF	Verified	YAL040C	CLN3	cyclin CLN3|WHI1|FUN10|DAF1	chromosome 1	L000000359	1	67520	65778	C	-56	2011-02-03	1996-07-31	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1
S000036825	CDS					YAL040C		1	67520	65778	C		2011-02-03	1996-07-31	
S000000037	ORF	Verified	YAL039C	CYC3	holocytochrome c synthase CYC3|CCHL	chromosome 1	L000000450	1	69525	68716	C	-47	2011-02-03	1996-07-31	Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant
S000035956	CDS					YAL039C		1	69525	68716	C		2011-02-03	1996-07-31	
S000118318	ARS		ARS106		ARSI-70	chromosome 1		1	70300	70469			2014-11-18	2014-11-18|2006-08-30	Autonomously Replicating Sequence
S000178035	ARS_consensus_sequence					ARS106		1	70434	70418	C		2014-11-18	2014-11-18	
S000000036	ORF	Verified	YAL038W	CDC19	pyruvate kinase CDC19|PYK1	chromosome 1	L000000258	1	71786	73288	W	-45	2011-02-03	1996-07-31	Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication
S000035915	CDS					YAL038W		1	71786	73288	W		2011-02-03	1996-07-31	
S000028592	ORF	Dubious	YAL037C-B			chromosome 1		1	73300	72326	C		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching
S000031366	CDS					YAL037C-B		1	73300	72326	C		2011-02-03	2003-07-29	
S000028732	ORF	Uncharacterized	YAL037C-A			chromosome 1		1	73518	73426	C		2011-02-03	2003-07-29	Putative protein of unknown function
S000033376	CDS					YAL037C-A		1	73518	73426	C		2011-02-03	2003-07-29	
S000000035	ORF	Uncharacterized	YAL037W			chromosome 1		1	74020	74823	W		2011-02-03	1996-07-31	Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication
S000035798	CDS					YAL037W		1	74020	74823	W		2011-02-03	1996-07-31	
S000000034	ORF	Verified	YAL036C	RBG1	GTP-binding protein RBG1|FUN11	chromosome 1	L000000634	1	76152	75043	C		2011-02-03	1996-07-31	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid
S000034719	CDS					YAL036C		1	76152	75043	C		2011-02-03	1996-07-31	
S000000033	ORF	Verified	YAL035W	FUN12	translation initiation factor eIF5B|eIF5B|yIF2	chromosome 1	L000000635	1	76427	79435	W		2011-02-03	1996-07-31	Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2
S000034678	CDS					YAL035W		1	76427	79435	W		2011-02-03	1996-07-31	
S000000032	ORF	Verified	YAL034W-A	MTW1	MIND complex subunit MTW1|NSL2|DSN3	chromosome 1	S000007418	1	79718	80587	W		2011-02-03	1996-07-31	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
S000031836	CDS					YAL034W-A		1	79718	80587	W		2011-02-03	1996-07-31	
S000002137	ORF	Dubious	YAL034C-B		YAL035C-A	chromosome 1		1	79842	79489	C		2011-02-03	1996-07-31	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
S000031374	CDS					YAL034C-B		1	79842	79489	C		2011-02-03	1996-07-31	
S000002134	ORF	Verified	YAL034C	FUN19		chromosome 1	L000000637	1	81951	80710	C		2011-02-03	2003-09-22|1996-07-31	Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication
S000034508	CDS					YAL034C		1	81951	80710	C		2011-02-03	2003-09-22|1996-07-31	
S000000031	ORF	Verified	YAL033W	POP5	RNA-binding protein POP5|FUN53	chromosome 1	L000004301|L000000649	1	82706	83227	W		2011-02-03	1996-07-31	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs
S000034465	CDS					YAL033W		1	82706	83227	W		2011-02-03	1996-07-31	
S000000030	ORF	Verified	YAL032C	PRP45	mRNA splicing protein PRP45|FUN20	chromosome 1	L000000638	1	84474	83335	C		2011-02-03	1996-07-31	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
S000033541	CDS					YAL032C		1	84474	83335	C		2011-02-03	1996-07-31	
S000028731	ORF	Dubious	YAL031W-A			chromosome 1		1	84669	84977	W		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C
S000033375	CDS					YAL031W-A		1	84669	84977	W		2011-02-03	2003-07-29	
S000000029	ORF	Verified	YAL031C	GIP4	protein phosphatase regulator GIP4|FUN21	chromosome 1	L000000639	1	87031	84749	C		2011-02-03	1996-07-31	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
S000033476	CDS					YAL031C		1	87031	84749	C		2011-02-03	1996-07-31	
S000000028	ORF	Verified	YAL030W	SNC1	SNAP receptor SNC1	chromosome 1	L000001942	1	87286	87752	W		2011-02-03	1996-07-31	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication
S000033437	CDS					YAL030W		1	87286	87387	W		2011-02-03	1996-07-31	
S000033438	CDS					YAL030W		1	87501	87752	W		2011-02-03	1996-07-31	
S000033439	intron					YAL030W		1	87388	87500	W		2011-02-03	1996-07-31	
S000000027	ORF	Verified	YAL029C	MYO4	myosin 4|SHE1|FUN22	chromosome 1	L000000640|L000001224	1	92270	87855	C		2011-02-03	1996-07-31	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication
S000033821	CDS					YAL029C		1	92270	87855	C		2011-02-03	1996-07-31	
S000000026	ORF	Verified	YAL028W	FRT2	HPH2	chromosome 1		1	92900	94486	W		2011-02-03	1996-07-31	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication
S000033747	CDS					YAL028W		1	92900	94486	W		2011-02-03	1996-07-31	
S000000025	ORF	Verified	YAL027W	SAW1	DNA-binding protein SAW1	chromosome 1		1	94687	95472	W		2011-02-03	1996-07-31	5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
S000033629	CDS					YAL027W		1	94687	95472	W		2011-02-03	1996-07-31	
S000028730	ORF	Dubious	YAL026C-A			chromosome 1		1	95823	95386	C		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2
S000033374	CDS					YAL026C-A		1	95823	95386	C		2011-02-03	2003-07-29	
S000119380	ncRNA_gene		HRA1	HRA1		chromosome 1		1	99305	99868	W		2011-02-03	2007-02-06|2007-05-08|2011-02-03	Non-protein-coding RNA; substrate of RNase P, possibly involved in rRNA processing, specifically maturation of 20S precursor into the mature 18S rRNA
S000120654	noncoding_exon					HRA1		1	99305	99868	W		2011-02-03	2007-02-06|2007-05-08|2011-02-03	
S000000024	ORF	Verified	YAL026C	DRS2	aminophospholipid-translocating P4-type ATPase DRS2|SWA3|FUN38	chromosome 1	L000000526	1	99697	95630	C		2011-02-03	1996-07-31|2011-02-03	Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease
S000030197	CDS					YAL026C		1	99697	95630	C		2011-02-03	1996-07-31|2011-02-03	
S000000023	ORF	Verified	YAL025C	MAK16	ribosome biosynthesis protein MAK16	chromosome 1	L000000989	1	101145	100225	C	-31	2011-02-03	1996-07-31|2011-02-03	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus
S000030064	CDS					YAL025C		1	101145	100225	C		2011-02-03	1996-07-31|2011-02-03	
S000000022	ORF	Verified	YAL024C	LTE1	mitotic regulator LTE1|MSI2	chromosome 1	L000000955	1	105872	101565	C	-31	2011-02-03	1996-07-31	Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures
S000029981	CDS					YAL024C		1	105872	101565	C		2011-02-03	1996-07-31	
S000000021	ORF	Verified	YAL023C	PMT2	dolichyl-phosphate-mannose-protein mannosyltransferase PMT2|FUN25	chromosome 1	L000000642|L000001459	1	108551	106272	C		2011-02-03	2002-12-17|1996-07-31	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication
S000037355	CDS					YAL023C		1	108551	106272	C		2011-02-03	2002-12-17|1996-07-31	
S000000020	ORF	Verified	YAL022C	FUN26	nucleoside transmembrane transporter FUN26	chromosome 1	L000000643	1	110430	108877	C		2011-02-03	1996-07-31	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member
S000037286	CDS					YAL022C		1	110430	108877	C		2011-02-03	1996-07-31	
S000000019	ORF	Verified	YAL021C	CCR4	CCR4-NOT core exoribonuclease subunit CCR4|NUT21|FUN27	chromosome 1	L000000239	1	113359	110846	C	-25	2011-02-03	1996-07-31	Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening
S000037200	CDS					YAL021C		1	113359	110846	C		2011-02-03	1996-07-31	
S000028729	ORF	Dubious	YAL019W-A			chromosome 1		1	114250	114819	W		2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C
S000032720	CDS					YAL019W-A		1	114250	114819	W		2011-02-03	2003-07-29	
S000000018	ORF	Verified	YAL020C	ATS1	KTI13|FUN28	chromosome 1	L000000644|L000000154	1	114615	113614	C		2011-02-03	1996-07-31|2011-02-03	Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p
S000037124	CDS					YAL020C		1	114615	113614	C		2011-02-03	1996-07-31|2011-02-03	
